Uniprot ID,Gene Name,Log2 Ratio L/H AgWTD01.1,Log2 Ratio L/H AgWTD01.2,Log2 Ratio L/H AgWTD01.3,Log2 Ratio L/H AgWTD01.4,Log2 Ratio L/H AgWTD06,Log2 Ratio L/H AgWTD12.1,Log2 Ratio L/H AgWTD12.2,Log2 Ratio L/H AgWTD12.3,Log2 Ratio L/H AgWTD12.4,Log2 Ratio L/H AgWTD17,Log2 Ratio L/H AgDAF2D01,Log2 Ratio L/H AgDAF2D06,Log2 Ratio L/H AgDAF2D12,Log2 Ratio L/H AgDAF2D17,Log2 Ratio L/H AgDAF2D22,Log2 Ratio L/H AgDAF2D28,Log2 Ratio L/H AgDAF16D01,Log2 Ratio L/H AgDAF16D06,Log2 Ratio L/H AgDAF16D12,Log2 Ratio L/H AgHSF1D01,Log2 Ratio L/H AgHSF1D06,Peptides AgWTD01.1,Peptides AgWTD01.2,Peptides AgWTD01.3,Peptides AgWTD01.4,Peptides AgWTD06,Peptides AgWTD12.1,Peptides AgWTD12.2,Peptides AgWTD12.3,Peptides AgWTD12.4,Peptides AgWTD17,Peptides AgDAF2D01,Peptides AgDAF2D06,Peptides AgDAF2D12,Peptides AgDAF2D17,Peptides AgDAF2D22,Peptides AgDAF2D28,Peptides AgDAF16D01,Peptides AgDAF16D06,Peptides AgDAF16D12,Peptides AgHSF1D01,Peptides AgHSF1D06,Ratio Count AgWTD01.1,Ratio Count AgWTD01.2,Ratio Count AgWTD01.3,Ratio Count AgWTD01.4,Ratio Count AgWTD06,Ratio Count AgWTD12.1,Ratio Count AgWTD12.2,Ratio Count AgWTD12.3,Ratio Count AgWTD12.4,Ratio Count AgWTD17,Ratio Count AgDAF2D01,Ratio Count AgDAF2D06,Ratio Count AgDAF2D12,Ratio Count AgDAF2D17,Ratio Count AgDAF2D22,Ratio Count AgDAF2D28,Ratio Count AgDAF16D01,Ratio Count AgDAF16D06,Ratio Count AgDAF16D12,Ratio Count AgHSF1D01,Ratio Count AgHSF1D06,log abs.LFQ AgWTD01.1,log abs.LFQ AgWTD01.2,log abs.LFQ AgWTD01.3,log abs.LFQ AgWTD01.4,log abs.LFQ AgWTD06,log abs.LFQ AgWTD12.1,log abs.LFQ AgWTD12.2,log abs.LFQ AgWTD12.3,log abs.LFQ AgWTD12.4,log abs.LFQ AgWTD17,log abs.LFQ AgDAF2D01,log abs.LFQ AgDAF2D06,log abs.LFQ AgDAF2D12,log abs.LFQ AgDAF2D17,log abs.LFQ AgDAF2D22,log abs.LFQ AgDAF2D28,log abs.LFQ AgDAF16D01,log abs.LFQ AgDAF16D06,log abs.LFQ AgDAF16D12,log abs.LFQ AgHSF1D01,log abs.LFQ AgHSF1D06,Posterior Error Probability,Sequence Coverage (%),Sequence Length (Amino Acids),log abs.LFQ AgWTD01.1 Corrected,log abs.LFQ AgWTD01.2 Corrected,log abs.LFQ AgWTD01.3 Corrected,log abs.LFQ AgWTD01.4 Corrected,log abs.LFQ AgWTD06 Corrected,log abs.LFQ AgWTD12.1 Corrected,log abs.LFQ AgWTD12.2 Corrected,log abs.LFQ AgWTD12.3 Corrected,log abs.LFQ AgWTD12.4 Corrected,log abs.LFQ AgWTD17 Corrected,log abs.LFQ AgDAF2D01 Corrected,log abs.LFQ AgDAF2D06 Corrected,log abs.LFQ AgDAF2D12 Corrected,log abs.LFQ AgDAF2D17 Corrected,log abs.LFQ AgDAF2D22 Corrected,log abs.LFQ AgDAF2D28 Corrected,log abs.LFQ AgDAF16D01 Corrected,log abs.LFQ AgDAF16D06 Corrected,log abs.LFQ AgDAF16D12 Corrected,log abs.LFQ AgHSF1D01 Corrected,log abs.LFQ AgHSF1D06 Corrected
C0P277;B3CKG1,urm-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,NA,5.245784017,NA,NA,NA,NA,5.929740695,5.44352896,5.596827925,5.813841087,NA,NA,6.779343921,6.22151856,6.033383541,5.990764947,NA,NA,5.996218249,NA,5.49550271,2.03E-07,14,100,NA,4.945771562,NA,NA,NA,NA,5.428916676,5.702456482,5.861896857,5.998172934,NA,NA,5.570603344,6.281393769,6.240393599,6.262733556,NA,NA,6.225458679,NA,5.630874214
Q8I7K5;B3GWA1;B3GWA0;Q95QI9,psf-1,0.075854496,-0.296897858,NA,NA,NA,0.440772522,-0.036608829,NA,NA,NA,NA,NA,1.147170154,1.085006941,NA,1.479271015,NA,-0.979147348,NA,NA,0.888861825,3,2,1,1,2,3,2,1,0,0,1,2,4,2,2,4,1,1,1,1,3,2,2,1,1,1,3,2,1,0,0,0,1,6,2,1,3,1,2,1,1,2,5.748653093,5.775836091,5.095273988,5.066064897,5.414036936,6.361179902,6.002900069,4.544365744,NA,NA,NA,4.813507599,7.259091929,5.679300679,5.116972823,5.84211601,4.359399072,4.905148002,4.813073682,5.309097617,5.113709438,1.02E-73,42.5,374,5.353714835,5.475823636,5.413239772,5.768239022,5.164057703,5.973341058,5.502076049,4.803293266,NA,NA,NA,5.090552656,6.050351352,5.739175887,5.323982881,6.114084619,4.632112481,5.339605539,5.042314112,5.588288327,5.249080943
B3GWA6;Q9U3R1;Q17801;Q86MD3,atf-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.99E-56,9.9,373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B3GWB3,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.98E-11,10.7,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O01258;B3GWB9,vps-26,-0.911039586,NA,NA,NA,NA,0.689427205,NA,NA,NA,NA,NA,NA,1.031828127,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,1,1,3,1,1,0,0,0,0,2,1,1,1,0,1,0,0,0,2,1,0,1,1,3,1,1,0,0,0,0,2,1,1,1,0,1,0,0,0,5.411350293,4.153021744,NA,3.752194469,4.446583763,5.934301459,5.000260499,4.476918537,NA,NA,NA,NA,6.434009709,5.022345876,4.996029828,4.792020279,NA,3.822893478,NA,NA,NA,2.27E-45,27.8,356,5.016412034,3.853009288,NA,4.454368594,4.19660453,5.546462616,4.499436479,4.735846059,NA,NA,NA,NA,5.225269132,5.082221085,5.203039886,5.063988888,NA,4.257351015,NA,NA,NA
B3GWC0;Q19427,ndx-9,NA,-0.025879273,0.304576253,NA,-0.057554246,0.850402441,0.630483264,NA,NA,NA,NA,NA,0.905547711,NA,NA,2.523089551,NA,NA,NA,NA,0.748795977,1,3,2,1,3,1,3,1,1,1,0,1,2,1,2,3,1,1,0,0,2,1,3,2,1,4,2,3,1,1,1,0,1,2,1,1,3,1,1,0,0,2,5.0040633,5.398721036,5.185400483,5.302460808,5.816605822,5.831569054,5.807650013,5.005223425,5.07272769,4.408799438,NA,4.823010996,6.625096279,5.420450859,5.541704023,5.753222912,5.073278336,4.996581714,NA,NA,4.912222057,3.33E-34,23.6,348,4.609125042,5.098708581,5.503366267,6.004634932,5.566626589,5.44373021,5.306825994,5.264150947,5.337796621,4.593131284,NA,5.100056052,5.416355702,5.480326067,5.748714081,6.025191521,5.345991744,5.431039251,NA,NA,5.047593561
Q22234;B3GWC2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00045525,6.2,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B3GWD4;O45268,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.709811543,NA,NA,NA,NA,0.930710287,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,2,0,0,1,1,2,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,2,0,0,1,1,2,NA,NA,NA,NA,4.297344615,NA,4.362425922,3.594547233,NA,NA,NA,NA,5.13289977,NA,NA,4.30691802,NA,NA,3.95924656,3.735087664,4.264581729,9.97E-21,6.6,870,NA,NA,NA,NA,4.047365382,NA,3.861601903,3.853474756,NA,NA,NA,NA,3.924159193,NA,NA,4.578886629,NA,NA,4.18848699,4.014278373,4.399953234
B3GWD5;O17610,cka-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,NA,5.090328607,NA,NA,5.868820706,5.332256624,5.894332681,NA,NA,NA,NA,4.887397847,NA,5.397122767,NA,NA,NA,NA,NA,NA,NA,9.00E-64,19.4,448,NA,4.790316152,NA,NA,5.618841474,4.944417781,5.393508661,NA,NA,NA,NA,5.164442904,NA,5.456997975,NA,NA,NA,NA,NA,NA,NA
B3KYC0;Q8WQA1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.09E-45,21.4,524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B3WFT8,,-0.116497841,-0.128689329,0.136410375,-0.081339627,0.333388821,0.434617295,0.324364699,0.186705175,0.616746383,0.147553637,-0.244643546,-0.099497201,-0.143654635,-0.266756562,-0.422555956,-0.385817545,-0.079975377,0.414037577,0.684967126,-0.06377903,-0.111164889,15,13,13,11,14,14,14,12,13,13,10,12,12,12,12,12,15,15,14,14,12,65,61,43,38,72,59,82,49,52,47,33,41,75,40,39,39,54,47,60,49,51,7.743133318,7.607808749,6.914115635,6.846058629,7.797101272,7.93712655,7.85661411,7.035749837,7.104145551,7.033343323,7.039334789,6.936191924,8.384299639,7.216640858,7.015108161,6.855446464,7.13522809,7.289232096,7.195871989,7.189518386,6.982167171,9.06E-231,55.5,384,7.348195059,7.307796294,7.232081419,7.548232753,7.547122039,7.549287706,7.355790091,7.29467736,7.369214482,7.21767517,7.184589694,7.21323698,7.175559062,7.276516067,7.222118219,7.127415073,7.407941499,7.723689633,7.425112419,7.468709095,7.117538675
B3WFW4,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.10E-08,9.7,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q7YTF9;B3WFW5,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.56E-82,14.9,619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B3WFW9,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.31E-133,64.9,171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B3WFX4;O17583,lin-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.33E-06,1.6,931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B3WFX6;P90839,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.729961508,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,NA,4.651142276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.813253977,NA,NA,NA,NA,NA,NA,NA,NA,5.86E-12,9.3,621,NA,4.351129821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6045134,NA,NA,NA,NA,NA,NA,NA,NA
B3WFY2;Q9XUM4,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.769649404,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,1,1,1,1,1,0,0,0,2,0,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,3,0,1,0,0,0,0,1,1,NA,4.044657333,4.425583125,NA,4.307602994,4.864706825,4.687439775,4.425713509,4.413735517,NA,NA,NA,6.147119576,NA,4.38421,NA,NA,NA,NA,4.357896749,4.702111592,9.91E-33,7.8,538,NA,3.744644878,4.743548909,NA,4.057623761,4.476867982,4.186615755,4.684641032,4.678804448,NA,NA,NA,4.938378999,NA,4.591220058,NA,NA,NA,NA,4.637087459,4.837483096
B3WFY7;P90933,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.57E-71,53.2,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9XVC2;O45527;B3WFZ1,fbxa-133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00040786,3.5,345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B3WFZ3;B3WFZ4,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.153662454,NA,NA,NA,NA,5.021147936,NA,NA,NA,NA,NA,NA,NA,NA,4.665731045,NA,NA,NA,NA,NA,NA,3.96E-119,38.7,432,4.758724195,NA,NA,NA,NA,4.633309092,NA,NA,NA,NA,NA,NA,NA,NA,4.872741103,NA,NA,NA,NA,NA,NA
B4DCT1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9081632,NA,NA,NA,NA,NA,2.05E-122,65.6,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.180131809,NA,NA,NA,NA,NA
B4E3X6;G5EFG3,spds-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.454250155,2.48E-100,42.3,366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.58962166
B5BM26,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.07E-08,7.9,316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B5BM28;P24348;B5BM27,let-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02E-09,2.9,1262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B5BM32;Q9XVS7,nxf-1,NA,-0.713695815,NA,NA,-1.227124934,0.851547416,0.34281734,0.372617287,NA,0.71577017,-0.99898976,-0.1696685,1.130049652,1.787517817,1.430742247,1.826642266,-0.96295614,NA,0.606803488,-0.432745659,1.185441374,2,3,2,1,4,6,3,2,2,1,3,4,7,4,3,2,2,1,2,3,1,1,3,1,1,3,8,3,2,1,3,2,3,8,7,6,5,2,1,3,3,4,4.145910834,5.186758627,4.659088637,3.724472487,5.158694118,6.070591932,5.797419898,4.957401343,4.613588145,5.346685415,4.750137968,4.972026863,6.804139432,6.052886235,5.77391072,5.858428911,4.462248215,4.161966616,5.176236,5.026574118,5.571254506,2.22E-80,22.5,609,3.750972576,4.886746172,4.977054421,4.426646611,4.908714886,5.682753088,5.296595879,5.216328866,4.878657077,5.531017262,4.895392873,5.249071919,5.595398855,6.112761443,5.980920778,6.13039752,4.734961624,4.596424153,5.40547643,5.305764827,5.706626011
B5BM33;E1B6U2;P90754-2;P90754,C27A7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.71E-36,14.1,766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B5BM35;O18696,pde-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.40E-09,5.8,533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B5BM45,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.06E-13,17.4,184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F1LIN5;Q9XTY6-4;Q9XTY6;B5BM46;Q9XTY6-3,num-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13871311,4.880075808,NA,NA,5.131811071,NA,4.874707893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.26E-34,12.5,535,4.743774852,4.580063353,NA,NA,4.881831839,NA,4.373883874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9XTY7;B5BM47,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,3.507613031,NA,NA,NA,NA,5.995200683,NA,NA,NA,NA,NA,NA,NA,5.297037909,NA,NA,NA,9.45E-186,40.3,578,NA,NA,NA,NA,3.257633798,NA,NA,NA,NA,6.17953253,NA,NA,NA,NA,NA,NA,NA,5.731495446,NA,NA,NA
B5D5N6;Q8WTK1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.58E-19,16.5,425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B5QSI7;G5EEN4;F9UKV1,gck-3,-0.028569152,0.172002174,NA,-1.267655643,NA,0.692384957,0.44351663,NA,0.757671884,NA,NA,NA,NA,1.659631433,NA,1.074881654,NA,-1.011495639,NA,-0.061845307,1.036733047,3,2,0,1,1,2,4,1,3,1,0,1,1,2,1,2,1,2,0,1,3,5,2,0,2,1,3,5,1,4,1,0,1,1,2,1,3,1,3,0,2,4,5.774151859,5.448613578,NA,5.154849842,5.469866179,5.858115932,6.056142262,4.942077535,5.254427222,4.464400116,NA,4.538473191,5.881658501,6.329824844,5.036309444,5.333507729,4.447018414,4.716954409,NA,4.708488886,5.593485442,1.49E-102,24.1,439,5.379213601,5.148601123,NA,5.857023966,5.219886947,5.470277089,5.555318243,5.201005057,5.519496153,4.648731963,NA,4.815518248,4.672917924,6.389700053,5.243319502,5.605476337,4.719731823,5.151411946,NA,4.987679595,5.728856947
Q7JM48;Q7JM45;Q7JM46;Q7JM42;Q22190;Q7JM43;Q7JM44;B5U8M2;B5U8M3;Q7JM47;Q8MPY1;G5ED62,sma-9,NA,NA,NA,NA,-0.216237552,NA,0.28523136,NA,NA,NA,-0.049212535,0.326841616,NA,0.323678424,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,2,0,2,0,0,0,3,3,0,3,0,0,1,0,0,0,0,NA,4.844694579,NA,NA,5.700573928,NA,5.766836524,NA,NA,NA,5.480222599,5.396774537,NA,5.724759061,NA,NA,5.486387968,NA,NA,NA,NA,6.22E-26,5.4,1692,NA,4.544682124,NA,NA,5.450594696,NA,5.266012504,NA,NA,NA,5.625477503,5.673819594,NA,5.784634269,NA,NA,5.759101377,NA,NA,NA,NA
B5U8N2,ret-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,0,1,3,3,5,2,2,3,2,0,5,4,4,4,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,70.6,494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B5U8N4,fbxa-82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00053663,3.1,319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
