name,Keep,Replace
nuclear telomeric heterochromatin,FALSE,nucleus
nuclear ubiquitin ligase complex,FALSE,
nucleolar ribonuclease P complex,FALSE,
nucleolus,TRUE,
nucleolus organizer region,FALSE,nucleolus
nucleoplasm,TRUE,
nucleosome,FALSE,nucleus
nucleotide-activated protein kinase complex,FALSE,
nucleotide-excision repair complex,FALSE,
nucleotide-excision repair factor 1 complex,FALSE,
nucleus,TRUE,
NuRD complex,FALSE,
NURF complex,FALSE,
oligosaccharyltransferase complex,FALSE,nucleus
oligosaccharyltransferase I complex,FALSE,
oligosaccharyltransferase III complex,FALSE,
organelle inner membrane,,
organelle membrane,FALSE,
organelle membrane contact site,,
origin recognition complex,FALSE,
other organism cell membrane,FALSE,
outer acrosomal membrane,,
outer dynein arm,FALSE,
outer membrane,,
outer mitochondrial membrane protein complex,FALSE,mitochondrion
oxidoreductase complex,FALSE,
oxoglutarate dehydrogenase complex,FALSE,
P granule,TRUE,
P-body,TRUE,
palmitoyltransferase complex,FALSE,
PAN complex,FALSE,
paraferritin complex,FALSE,
parallel fiber,FALSE,
paranodal junction,FALSE,
paranode region of axon,FALSE,
paraspeckles,TRUE,
PCAF complex,FALSE,
PcG protein complex,FALSE,
PCNA complex,FALSE,
PCNA-p21 complex,FALSE,
PeBoW complex,FALSE,
pericentric heterochromatin,FALSE,
pericentriolar material,FALSE,
perichromatin fibrils,FALSE,
periciliary membrane compartment,FALSE,plasma membrane
perikaryon,FALSE,
perinuclear endoplasmic reticulum,FALSE,endoplasmic reticulum
perinuclear endoplasmic reticulum lumen,FALSE,endoplasmic reticulum
perinuclear endoplasmic reticulum membrane,FALSE,endoplasmic reticulum
perinuclear region of cytoplasm,FALSE,cytoplasm
perinucleolar compartment,TRUE,
peroxisomal matrix,FALSE,peroxisome
peroxisomal membrane,FALSE,peroxisome
peroxisome,TRUE,
PET complex,FALSE,
phagocytic cup,FALSE,phagasome
phagocytic vesicle,FALSE,phagasome
phagocytic vesicle membrane,FALSE,phagasome
phagophore assembly site,FALSE,phagasome
phagophore assembly site membrane,FALSE,phagasome
phenylalanine-tRNA ligase complex,FALSE,
"phosphatidylinositol 3-kinase complex, class IA",FALSE,
"phosphatidylinositol 3-kinase complex, class IB",FALSE,
"phosphatidylinositol 3-kinase complex, class III",FALSE,
photoreceptor cell cilium,FALSE,plasma membrane
photoreceptor connecting cilium,FALSE,
photoreceptor disc membrane,,
photoreceptor inner segment,FALSE,
photoreceptor inner segment membrane,,
photoreceptor outer segment,FALSE,
photoreceptor outer segment membrane,,
pi-body,TRUE,
Piccolo NuA4 histone acetyltransferase complex,FALSE,
pICln-Sm protein complex,FALSE,
pinceau fiber,FALSE,
piP-body,TRUE,
plasma membrane,TRUE,
plasma membrane protein complex,FALSE,plasma membrane
plasma membrane raft,FALSE,plasma membrane
platelet alpha granule,FALSE,platelet alpha granule
platelet alpha granule membrane,FALSE,platelet alpha granule
platelet dense granule,,
platelet dense tubular network membrane,,
plus-end kinesin complex,FALSE,
PML body,TRUE,
podosome,FALSE,
polar microtubule,FALSE,
polysomal ribosome,FALSE,ribosome
polysome,FALSE,ribosome
pore complex,FALSE,
postsynapse,,
postsynaptic actin cytoskeleton,,
postsynaptic density,FALSE,plasma membrane
postsynaptic membrane,FALSE,plasma membrane
potassium channel complex,FALSE,
PR-DUB complex,FALSE,
PRC1 complex,FALSE,
precatalytic spliceosome,FALSE,splicesome
prefoldin complex,FALSE,
"preribosome, large subunit precursor",FALSE,preribosome
"preribosome, small subunit precursor",FALSE,preribosome
presynapse,FALSE,
presynaptic active zone,FALSE,
presynaptic membrane,FALSE,plasma membrane
protease inhibitor complex,FALSE,
proteasome accessory complex,FALSE,proteasome
proteasome complex,FALSE,proteasome
proteasome core complex,FALSE,proteasome
"proteasome core complex, alpha-subunit complex",FALSE,proteasome
"proteasome core complex, beta-subunit complex",FALSE,proteasome
proteasome regulatory particle,FALSE,proteasome
"proteasome regulatory particle, base subcomplex",FALSE,proteasome
"proteasome regulatory particle, lid subcomplex",FALSE,proteasome
protein farnesyltransferase complex,FALSE,
protein kinase complex,FALSE,
protein phosphatase 4 complex,FALSE,
protein phosphatase type 1 complex,FALSE,
protein phosphatase type 2A complex,FALSE,
protein serine/threonine phosphatase complex,FALSE,
protein-containing complex,FALSE,
protein-DNA complex,FALSE,nucleus
protein-lipid complex,FALSE,
proton-transporting two-sector ATPase complex,FALSE,
proton-transporting V-type ATPase complex,FALSE,
Prp19 complex,FALSE,
pseudopodium,FALSE,
PTW/PP1 phosphatase complex,FALSE,
pyruvate dehydrogenase complex,FALSE,
R2TP complex,FALSE,
Rab-protein geranylgeranyltransferase complex,FALSE,
Rad51B-Rad51C-Rad51D-XRCC2 complex,FALSE,
Rad51C-XRCC3 complex,FALSE,
radial spoke,FALSE,
radial spoke stalk,FALSE,
Ragulator complex,FALSE,
rDNA heterochromatin,FALSE,nucleus
receptor complex,FALSE,
recycling endosome,FALSE,endosome
recycling endosome lumen,FALSE,endosome
recycling endosome membrane,FALSE,endosome
replication fork,FALSE,nucleus
replisome,FALSE,
respirasome,FALSE,
respiratory chain complex II,FALSE,
retromer complex,FALSE,
"retromer, cargo-selective complex",FALSE,
ribonuclease H2 complex,FALSE,
ribonuclease MRP complex,FALSE,
ribonucleoprotein complex,FALSE,
ribonucleoprotein granule,FALSE,nucleus
ribosome,TRUE,
RIC1-RGP1 guanyl-nucleotide exchange factor complex,FALSE,
ripoptosome,FALSE,
RISC complex,FALSE,
RISC-loading complex,FALSE,
RNA cap binding complex,FALSE,
RNA N6-methyladenosine methyltransferase complex,FALSE,
RNA polymerase I core factor complex,FALSE,
RNA polymerase II transcription factor complex,FALSE,
"RNA polymerase II, core complex",FALSE,
"RNA polymerase II, holoenzyme",,
RNA polymerase III complex,FALSE,
rough endoplasmic reticulum,FALSE,endoplasmic reticulum
rough endoplasmic reticulum lumen,FALSE,endoplasmic reticulum
rough endoplasmic reticulum membrane,FALSE,endoplasmic reticulum
RSF complex,FALSE,
ruffle,FALSE,plasma membrane
ruffle membrane,FALSE,plasma membrane
ryanodine receptor complex,FALSE,
RZZ complex,FALSE,
SAGA complex,FALSE,
SAGA-type complex,FALSE,
SAM complex,FALSE,
sarcolemma,FALSE,plasma membrane
sarcomere,FALSE,cytoplasm
sarcoplasm,FALSE,cytoplasm
sarcoplasmic reticulum,FALSE,cytoplasm
sarcoplasmic reticulum lumen,FALSE,cytoplasm
sarcoplasmic reticulum membrane,FALSE,cytoplasm
SCAR complex,FALSE,
Scc2-Scc4 cohesin loading complex,FALSE,
SCF ubiquitin ligase complex,FALSE,
Sec61 translocon complex,FALSE,
secondary lysosome,FALSE,
secretory granule,FALSE,secretory granule
secretory granule lumen,FALSE,secretory granule
secretory granule membrane,FALSE,secretory granule
semaphorin receptor complex,FALSE,
senescence-associated heterochromatin focus,FALSE,nucleus
septin complex,FALSE,
serine C-palmitoyltransferase complex,FALSE,
Set1C/COMPASS complex,FALSE,
sex chromosome,FALSE,nucleus
shelterin complex,FALSE,
Shu complex,FALSE,
signal recognition particle,FALSE,
signal recognition particle receptor complex,FALSE,
"signal recognition particle, endoplasmic reticulum targeting",FALSE,cytoplasm
Sin3 complex,FALSE,
site of DNA damage,FALSE,nucleus
site of double-strand break,FALSE,nucleus
Ski complex,FALSE,
slit diaphragm,FALSE,
Slx1-Slx4 complex,FALSE,
SMAD protein complex,FALSE,
small nuclear ribonucleoprotein complex,FALSE,nucleus
small nucleolar ribonucleoprotein complex,FALSE,nucleus
small ribosomal subunit,FALSE,ribosome
small-subunit processome,FALSE,
SMC loading complex,FALSE,
Smc5-Smc6 complex,FALSE,
SMN complex,FALSE,
SMN-Gemin2 complex,FALSE,
SMN-Sm protein complex,FALSE,
smooth endoplasmic reticulum,FALSE,endoplasmic reticulum
smooth endoplasmic reticulum membrane,FALSE,endoplasmic reticulum
SNARE complex,FALSE,
snRNA-activating protein complex,FALSE,
sodium channel complex,FALSE,
sodium:potassium-exchanging ATPase complex,FALSE,
somatodendritic compartment,FALSE,
SOSS complex,FALSE,
spanning component of plasma membrane,FALSE,
specific granule,FALSE,
specific granule membrane,FALSE,
spectrin,FALSE,plasma membrane
spectrin-associated cytoskeleton,FALSE,plasma membrane
sperm annulus,FALSE,
sperm connecting piece,FALSE,
sperm flagellum,FALSE,
sperm head,FALSE,
sperm midpiece,FALSE,
sperm plasma membrane,FALSE,
sperm principal piece,FALSE,
spermatoproteasome complex,FALSE,proteasome
spindle,FALSE,cytoplasm
spindle microtubule,FALSE,cytoplasm
spindle midzone,FALSE,cytoplasm
spindle pole,FALSE,cytoplasm
spindle pole centrosome,FALSE,cytoplasm
spliceosomal complex,FALSE,splicesome
spliceosomal snRNP complex,FALSE,splicesome
spot adherens junction,FALSE,
SPOTS complex,FALSE,
SREBP-SCAP-Insig complex,FALSE,
STAGA complex,FALSE,
stereocilia ankle link,FALSE,
stereocilia ankle link complex,FALSE,
stereocilium,FALSE,
stereocilium base,FALSE,
stereocilium bundle,FALSE,
stereocilium membrane,FALSE,
stereocilium tip,FALSE,
stress fiber,FALSE,
striated muscle thin filament,,
subapical complex,FALSE,
SUMO activating enzyme complex,FALSE,
supramolecular fiber,FALSE,
supraspliceosomal complex,FALSE,
SWI/SNF complex,FALSE,nucleus
Swi5-Sfr1 complex,FALSE,
Swr1 complex,FALSE,
symbiont-containing vacuole,FALSE,
symbiont-containing vacuole membrane,FALSE,
symmetric synapse,,
synapse,FALSE,plasma membrane
synaptic membrane,FALSE,
synaptic vesicle,FALSE,cytoplasm
synaptic vesicle membrane,FALSE,cytoplasm
synaptonemal complex,FALSE,
T cell receptor complex,FALSE,
T-tubule,FALSE,plasma membrane
t-UTP complex,FALSE,
TAP complex,FALSE,
telomerase holoenzyme complex,FALSE,
telomeric heterochromatin,FALSE,nucleus
terminal bouton,FALSE,
terminal cisterna,FALSE,
tertiary granule,FALSE,
tertiary granule membrane,FALSE,
tetraspanin-enriched microdomain,FALSE,
THO complex,FALSE,
THO complex part of transcription export complex,FALSE,
TIM22 mitochondrial import inner membrane insertion complex,FALSE,
TIM23 mitochondrial import inner membrane translocase complex,FALSE,
TORC1 complex,FALSE,
TORC2 complex,FALSE,
TRAF2-GSTP1 complex,FALSE,
TRAMP complex,FALSE,
trans-Golgi network,FALSE,trans-Golgi network
trans-Golgi network membrane,FALSE,trans-Golgi network
trans-Golgi network transport vesicle,FALSE,trans-Golgi network
trans-Golgi network transport vesicle membrane,FALSE,trans-Golgi network
transcription elongation factor complex,FALSE,
transcription export complex,FALSE,
transcription export complex 2,FALSE,
transcription factor complex,FALSE,
transcription factor TFIID complex,FALSE,
transcription factor TFIIH core complex,FALSE,
transcription factor TFIIH holo complex,FALSE,
transcription factor TFIIIB complex,FALSE,
transcription factor TFTC complex,FALSE,
transcriptional preinitiation complex,FALSE,
transcriptional repressor complex,FALSE,
transcriptionally active chromatin,FALSE,nucleus
transmembrane transporter complex,FALSE,
transport vesicle,FALSE,cytoplasm
transport vesicle membrane,FALSE,cytoplasm
TRAPP complex,FALSE,
tricellular tight junction,FALSE,
tRNA methyltransferase complex,FALSE,
tRNA-splicing ligase complex,FALSE,
troponin complex,FALSE,
TSC1-TSC2 complex,FALSE,
tubular endosome,FALSE,endosome
tubulin complex,FALSE,
tumor necrosis factor receptor superfamily complex,FALSE,
type III intermediate filament,,
U1 snRNP,FALSE,nucleus
U12-type spliceosomal complex,FALSE,splicesome
U2 snRNP,FALSE,nucleus
U2-type catalytic step 1 spliceosome,FALSE,splicesome
U2-type catalytic step 2 spliceosome,FALSE,splicesome
U2-type post-mRNA release spliceosomal complex,FALSE,splicesome
U2-type precatalytic spliceosome,FALSE,splicesome
U2-type prespliceosome,FALSE,splicesome
U2-type spliceosomal complex,FALSE,splicesome
U4 snRNP,FALSE,nucleus
U4/U6 snRNP,FALSE,nucleus
U4/U6 x U5 tri-snRNP complex,FALSE,nucleus
U4atac snRNP,FALSE,nucleus
U4atac/U6atac snRNP,FALSE,nucleus
U6atac snRNP,FALSE,nucleus
U7 snRNP,FALSE,nucleus
UBC13-UEV1A complex,FALSE,
ubiquitin ligase complex,FALSE,cytoplasm
unconventional myosin complex,FALSE,
uniplex complex,FALSE,
uropod,TRUE,
USH2 complex,FALSE,
vacuolar membrane,FALSE,vacuole
vacuolar proton-transporting V-type ATPase complex,FALSE,vacuole
"vacuolar proton-transporting V-type ATPase, V1 domain",FALSE,vacuole
varicosity,,
VCB complex,FALSE,
VCP-NPL4-UFD1 AAA ATPase complex,FALSE,
very-low-density lipoprotein particle,FALSE,cytoplasm
vesicle,FALSE,
vesicle membrane,FALSE,
viral integration complex,FALSE,
voltage-gated calcium channel complex,FALSE,
voltage-gated potassium channel complex,FALSE,
voltage-gated sodium channel complex,FALSE,
WASH complex,FALSE,
Weibel-Palade body,FALSE,
Wnt signalosome,FALSE,
X chromosome,FALSE,nucleus
XPC complex,FALSE,
Z disc,FALSE,cytoplasm
zeta DNA polymerase complex,FALSE,
zonula adherens,,
zymogen granule membrane,FALSE,
